fid,quadkey_L4,pop,dusaf,rete_fer,autostrad,strade_pri,strade_sec,h_mean,st_ferrov,st_metro,int_prim,int_prim_s,int_sec,scn,dsf11,dsf12,dsf13,dsf14,dsf2,dsf3,dsf4,dsf5,dsfSum,lat,lon,mov_tot,FBpop_tot
"264","120221322210",2484.4719273604,2,7400.58707888008,0,12569.5727668444,22236.7249518014,116.785021954106,2,0,0,16,9,26624,19950,5635,0,2267,1197339,18208,2674,9284,1255357,45.2983852833218,8.6572265625,852.365079365079,802.095330023
"265","120221322211",9300.43071931618,2,7735.97698306759,0,29315.2241190397,41809.6104675344,113.371219499381,3,0,0,40,45,63794,94289,86444,2962,21864,1284294,58894,621,11448,1560816,45.2983852833218,8.74511718750001,5898.80158730159,2451.46730370198
"266","120221322212",2141.81259289029,2,5608.45600306501,0,30456.6897735413,33933.0441442572,108.763500501416,1,0,1,31,26,36601,47928,28025,0,10652,1571949,54182,10817,12724,1736277,45.2369740708761,8.6572265625,1230.16666666667,900.347245857273
"267","120221322213",14032.0358004747,2,19093.7798019663,0,32271.9591555156,56918.8165047811,106.756705794869,5,0,2,51,39,68485,114497,112610,1052,31776,1407096,58022,766,9357,1735176,45.2369740708761,8.7451171875,8748.44444444445,2585.80292487315
"268","120221322220",4663.84730625106,2,0,0,0,0,108.375914686806,0,0,0,0,0,41643,0,0,0,0,384,113,0,86,583,45.1755628584304,8.4814453125,1529.80952380952,1321.12993227318
"269","120221322221",2687.98057673313,2,5942.27094860022,0,17595.7417050046,26550.8151489341,101.564434276139,4,0,1,21,22,28623,36168,12598,1569,6806,947072,71763,8669,23738,1108383,45.1755628584304,8.5693359375,886.904761904762,430.431132506593
"270","120221322223",4356.32750537666,2,0,0,0,3954.19290512798,97.9378079790073,0,0,0,0,2,26001,440,0,0,107,128107,18372,823,2726,150575,45.1141516459846,8.5693359375,1607.27777777778,706.620905302206
"271","120221322230",2117.29847754771,2,7838.06544282922,0,34696.1239757567,27898.651279203,102.104591344352,2,0,0,33,9,39042,60439,19722,1613,6599,1569379,59516,16173,4413,1737854,45.1755628584304,8.6572265625,794.47619047619,446.141740728284
"272","120221322231",824.440217651427,2,2270.00020107974,0,28231.659574734,19456.2278074476,100.790547263682,0,0,0,14,6,31568,33730,9937,2633,2622,1601507,65775,3741,16807,1736752,45.1755628584304,8.7451171875,479.388888888889,421.333090699434
"273","120221322232",2897.47684498783,2,6975.31680781166,0,19903.3200355943,37732.5818757252,96.9512254260629,1,0,3,19,83,22842,50731,20720,949,3946,1520459,49607,5284,7875,1659571,45.1141516459846,8.6572265625,1507.24603174603,661.298090836324
"274","120221322233",7450.67791728489,2,6601.06523254758,0,34443.266656437,35606.6517733999,93.8219135638533,1,0,2,29,25,38726,81518,36784,3302,7406,1533921,63300,1747,8774,1736752,45.1141516459846,8.7451171875,3229.23015873016,984.383268584627
"275","120221322300",54664.8027523535,2,8624.88806099953,0,12945.6581890853,92606.5172417275,107.235945849662,1,0,5,33,118,114547,338428,146481,3457,46163,1089206,106245,0,7874,1737854,45.2983852833218,8.8330078125,33386.3174603175,8803.66925649998
"276","120221322301",4140.17287106253,2,0,0,4102.49501814802,48358.9426178585,87.9371090973703,0,0,0,8,28,35017,45166,39958,12717,32513,928216,613589,5145,60550,1737854,45.2983852833218,8.9208984375,2117.18253968254,2775.29359213678
"277","120221322302",11924.9963632417,2,7714.63652366978,0,24254.9966402627,61262.5145694986,102.851305898954,3,0,1,48,84,50621,125228,56709,533,9071,1437077,90628,4681,12350,1736277,45.2369740708761,8.8330078125,5239.54761904762,2094.19981329688
"278","120221322303",2270.48278949573,2,1083.75277389287,0,25324.2683271669,37176.1900566833,90.8105026469078,0,0,1,26,21,35519,51487,30176,2252,15054,1348846,284781,274,3407,1736277,45.2369740708761,8.9208984375,863.809523809524,1137.38164902589
"279","120221322310",23901.9766331944,2,0,0,32188.2514733274,43921.960555323,100.549242964019,0,0,2,52,39,67172,184451,54314,4443,19481,1332080,130398,0,11585,1736752,45.2983852833218,9.0087890625,13462.1031746032,4054.73311205577
"280","120221322311",21407.792701167,2,0,14922.0938977603,35182.9180907577,42182.052994073,96.7288646055437,0,0,0,41,33,68068,128495,93618,12031,37671,1367880,65174,17179,15806,1737854,45.2983852833218,9.09667968749999,11301.2619047619,4445.10941314576
"281","120221322312",8254.05376703106,2,0,15826.3361002547,29551.5895833334,22799.5323187484,76.396783841109,0,0,1,34,11,41071,83088,49964,1283,17391,1079946,453758,2348,47398,1735176,45.2369740708761,9.0087890625,2945.13492063492,1496.19515554872
"282","120221322313",12443.0677374013,2,0,14108.7972022298,35128.333948341,42847.2148126948,87.8792337246154,0,0,6,34,33,52571,108466,48777,1800,16400,1446881,95233,274,18446,1736277,45.2369740708761,9.0966796875,7073.49206349206,3212.35800057129
"283","120221322320",2355.24244215712,2,0,0,31769.7421786725,30271.8627865297,96.4853224082651,0,0,2,26,12,34973,54482,15341,0,11022,1505281,131844,18315,1569,1737854,45.1755628584304,8.8330078125,2602.42063492063,986.970447054954
"284","120221322321",13830.1547608841,2,6939.10166688323,0,35182.9603845343,39865.734249797,91.1298596304193,2,0,1,38,34,69300,154460,73665,9137,20150,1378610,84865,1908,15059,1737854,45.1755628584304,8.9208984375,6798.53174603175,2089.35276551516
"285","120221322322",2931.77780297026,2,7420.02782360998,0,30396.4747231217,30679.2466489784,88.8921291078354,2,0,0,18,10,56577,57170,110676,1047,14019,1466913,64813,2915,20301,1737854,45.1141516459846,8.8330078125,1448.86507936508,740.971837229436
"286","120221322323",6836.07890988211,2,7202.96704954953,0,37421.2295131387,29338.2410934879,81.8174607390096,3,0,1,21,23,61388,80924,104096,3842,16539,1418622,96385,45,17401,1737854,45.1141516459846,8.9208984375,3889.27777777778,1359.83264206966
"287","120221322330",5563.92901042849,2,7816.80752070551,14498.0251000783,28308.5738837337,42309.6274346405,80.4273156394728,2,0,4,29,29,52547,77806,60988,5221,17316,1396638,166927,3570,8286,1736752,45.1755628584304,9.0087890625,3256.62698412698,1428.78643793306
"288","120221322331",15093.6511758217,2,14474.4248985682,15993.6780860566,20519.630481493,50060.1562637823,68.4076137171286,6,0,5,26,39,67240,110304,109472,4816,31254,1192685,247167,1064,41092,1737854,45.1755628584304,9.0966796875,6517.02380952381,3827.44556515389
"289","120221322332",3876.28425738035,2,7446.12039540048,14268.4286759213,22755.3539418979,34839.8851732251,75.3745440668791,3,0,0,33,22,39398,58786,27817,7097,8223,1391166,158099,1009,84555,1736752,45.1141516459846,9.0087890625,1445.81746031746,856.375075221299
"290","120221322333",10088.7862920099,2,9301.68575302004,0,19420.8890846802,55846.6409844582,67.1449956622581,3,0,2,40,59,56647,116148,60100,5324,13518,1302640,142063,765,97296,1737854,45.1141516459846,9.0966796875,4878.19047619048,2018.56097557762
"291","120221323000",254535.563799133,11,13241.4710696988,32861.9647784788,26702.3906441974,127749.933897054,148.385584082498,8,9,18,37,189,282860,618212,564960,22540,325819,186734,18126,0,1463,1737854,45.5440301331048,9.18457031250001,137243.992063492,55056.9955758656
"292","120221323001",198582.908976063,12,11862.1087520709,41982.3040492877,14818.331020037,108823.016315929,141.574901294241,2,7,18,33,148,277634,515137,586614,55875,217823,282143,63023,853,16386,1737854,45.5440301331048,9.2724609375,128641.30952381,47524.3846729682
"293","120221323002",543388.350548744,11,50010.9536413796,0,0,158864.953569726,124.446330792236,46,65,0,0,221,388448,876181,664384,19946,166252,2706,7606,0,779,1737854,45.482618920659,9.1845703125,348424.452380952,112138.011962725
"294","120221323003",168891.565890807,12,31812.022193373,14294.1149801801,20927.99819303,98775.5154243072,116.457631769976,9,10,19,22,119,246360,323929,674923,58581,264880,304164,55498,385,55494,1737854,45.482618920659,9.2724609375,117242.984126984,52044.5081757169
"295","120221323010",99374.3022284652,2,0,24852.5477193641,37758.0601173124,87112.6750220699,144.200846302296,0,6,25,71,135,206316,408989,392921,16824,103805,747249,53858,0,13106,1736752,45.5440301331048,9.3603515625,46019.9285714286,19689.5270692474
"296","120221323011",51535.1641560156,2,660.636363227909,12560.1042346162,43138.0550039945,70079.9787622931,138.578509242907,0,2,11,68,67,129565,276463,191583,8665,50943,1143402,57816,1285,7697,1737854,45.5440301331048,9.4482421875,26271.9603174603,10943.6367258503
"297","120221323012",57231.3652484671,2,8078.01765678641,6383.74703214886,42723.6279993226,62298.0411608169,115.561728722933,2,0,16,30,72,138417,194798,306612,23702,65353,1055821,68058,876,21532,1736752,45.482618920659,9.3603515625,41280.6507936508,16913.0317608994
"298","120221323013",34580.2228264276,2,13773.9086235686,29640.7585122331,37733.0432043235,49503.8504009989,109.666030652905,15,0,11,47,45,117153,148841,226856,12137,44886,1133845,118122,1053,52114,1737854,45.482618920659,9.4482421875,19488.7936507936,7802.94866830774
"299","120221323020",223103.667655832,2,9530.15578809666,17368.4802247679,3928.20155547012,117420.851843049,107.761453509084,3,9,9,5,111,205162,362062,475757,16437,182983,621117,60920,1071,15930,1736277,45.4212077082133,9.18457031249999,203930.968253968,71961.0174083769
"300","120221323021",107311.644850908,2,19375.9721877141,15275.702793849,21179.0111789438,76515.1713359097,101.633893034826,12,3,11,20,84,188588,283457,516703,20202,163162,600509,101039,2364,48841,1736277,45.4212077082133,9.2724609375,62946.1031746032,29684.8033500503
"301","120221323022",60781.049983809,2,5092.72259498989,8313.25114718093,25300.2254329073,74274.7418278228,97.1852752460486,2,0,11,41,73,120204,213213,272323,18738,171668,906138,128284,1531,25959,1737854,45.3597964957676,9.1845703125,51496.9126984127,17863.9255040833
"302","120221323023",17598.9742869093,2,11534.0563500774,21772.2903666627,31153.2851222543,65828.9491182277,93.6259007453834,0,0,12,40,61,65544,74886,176431,4556,31797,1399520,46372,112,4180,1737854,45.3597964957676,9.2724609375,19452.6349206349,10345.4065918235
"303","120221323030",38961.1811186612,2,0,5538.36797885081,40836.9465263691,67669.4178578036,97.6271766169154,0,0,6,48,53,98564,170670,195780,10409,54563,1217747,54030,908,31069,1735176,45.4212077082133,9.3603515625,21108.7698412698,9329.60456321525
"304","120221323031",15320.3941421253,2,0,11259.0862272408,32200.0320853925,45417.1168933495,91.2184271464197,0,0,4,44,53,71160,104140,132463,8249,14546,1253700,175998,5550,41631,1736277,45.4212077082133,9.4482421875,8287.65873015873,3918.69430992557
"305","120221323032",42399.7281831721,2,19011.2221789492,26852.4017179976,38636.6859145204,69779.078539795,87.7403817212868,9,0,13,59,83,110307,206995,212860,17356,53257,1146755,73894,0,25635,1736752,45.3597964957676,9.3603515625,22484.3492063492,8260.42294060471
"306","120221323033",10031.888088136,2,271.07408816283,0,25433.4850226271,42363.235973297,80.5881825684898,0,0,3,29,41,50622,74882,89386,16477,14745,1304984,177501,4033,55846,1737854,45.3597964957676,9.4482421875,4173.69841269841,3098.5231016307
"307","120221323100",41464.956004669,2,5402.80668103716,0,32786.3719287128,43790.6661703474,134.741346647545,3,0,3,37,37,123960,256059,174714,34658,44040,1038524,137413,0,52446,1737854,45.5440301331048,9.5361328125,24765.3968253968,9371.02759624192
"308","120221323101",38797.1558206114,2,16835.004470898,0,30199.4341712239,49948.3370102165,134.135604050372,11,0,4,47,62,116390,234555,180054,24325,41639,1214476,34360,0,8445,1737854,45.5440301331048,9.6240234375,16454.0873015873,7029.18222439258
"309","120221323102",21054.4460162484,2,10587.2946879317,14032.7803936056,30062.6319505889,54849.6993997188,105.487748092279,1,0,3,49,49,84183,130150,155354,8681,38932,1256773,114327,91,33546,1737854,45.482618920659,9.5361328125,9755.99206349206,4791.22904294319
"310","120221323103",27276.1259193867,2,15815.8567526289,14045.0320724284,36564.6800760841,50406.6023648995,107.284102909985,1,0,7,43,50,101432,179137,195395,4070,38531,1297530,20970,607,1614,1737854,45.482618920659,9.6240234375,17982.3888888889,6003.74082070919
"311","120221323110",18282.8066343777,2,8175.31208395775,0,21750.8432305171,41434.035925783,132.432286963758,6,0,3,27,45,74913,140243,119429,4213,26184,1300641,130690,448,14904,1736752,45.5440301331048,9.7119140625,9078.96031746032,4297.0955190539
"312","120221323111",23587.3005527543,2,10439.443203379,0,27731.1016453434,52882.9859668668,136.232523673024,7,0,3,27,49,93226,159593,130697,6563,24231,1384720,24547,998,6505,1737854,45.5440301331048,9.7998046875,9315.37301587302,3786.21427620389
"313","120221323112",17084.180362409,2,7443.03541938846,14901.1582528323,29439.7218604206,46452.6583292416,104.33433366973,0,0,8,46,58,74915,114555,182180,2259,20633,1312617,94227,0,10281,1736752,45.482618920659,9.7119140625,9227.84126984127,3800.68421936748
"314","120221323113",15536.3250483117,2,6984.38577275488,13979.5241336189,33451.8023390035,47525.2899896587,109.290173143653,0,0,7,44,46,82876,117363,170162,10662,28105,1366865,28817,0,15880,1737854,45.482618920659,9.7998046875,8827.42857142857,3241.18476579982
"315","120221323120",20436.8324089677,2,0,0,24753.8848456114,62170.041658177,88.3046997157072,0,0,4,39,63,64973,128832,101269,2893,21233,1461634,15216,0,5200,1736277,45.4212077082133,9.5361328125,7015.83333333333,2939.14584050163
"316","120221323121",12133.2234063608,2,7872.05055447928,0,22797.3204588824,40014.2957430437,89.0624510153188,3,0,0,32,30,55863,118136,94263,1484,16552,1480866,22654,2165,157,1736277,45.4212077082133,9.62402343750001,5215.39682539683,2700.65868846671
"317","120221323122",12609.3536689396,2,0,0,40633.3916907145,45224.3267966476,75.1448982843788,0,0,3,64,36,56744,105543,98559,4300,14936,1482362,27429,140,4585,1737854,45.3597964957676,9.5361328125,6636.80952380952,3342.36508298938
"318","120221323123",22783.3518985534,2,1927.17270010709,0,31201.7818556643,54388.8724095395,77.3025709746985,0,0,4,37,58,82327,156398,155139,3039,56368,1324937,31866,0,10107,1737854,45.3597964957676,9.6240234375,11799.5476190476,4482.70046137854
"319","120221323130",12068.4022241116,2,0,0,27941.6301622561,50061.1896506474,88.2546552949538,0,0,0,45,55,62582,96432,120080,4681,16431,1443523,40901,0,13128,1735176,45.4212077082133,9.7119140625,4381.60317460317,2156.15095532248
"320","120221323131",2108.91967999469,2,0,0,15376.8492287353,36081.7519828729,89.3396063412896,0,0,0,26,26,36771,37190,64117,3147,4823,1518127,85535,3791,19547,1736277,45.4212077082133,9.7998046875,695.619047619048,1067.63766607585
"321","120221323132",35485.602977132,2,8254.35917934177,0,27671.2848747551,79928.2740157789,75.3578902639826,2,0,3,48,113,108312,267687,177957,7933,51295,1136420,61145,370,33945,1736752,45.3597964957676,9.7119140625,18393.2619047619,5303.22379524684
"322","120221323133",6744.20503853352,2,0,0,26045.5216525011,38220.4103487571,76.99985800623,0,0,1,39,20,45382,84842,82481,3291,9782,1496350,46799,0,14309,1737854,45.3597964957676,9.7998046875,2561.76984126984,1305.26356841721
"323","120221323200",9724.37178956601,2,7363.16698509427,0,24300.9314996407,45414.9281911606,90.8416726042038,1,0,2,28,38,62881,97132,88752,14072,20907,1427224,79268,2628,7871,1737854,45.2983852833218,9.18457031250001,6535.96825396825,4267.40985864355
"324","120221323201",16339.3244161027,2,0,0,47471.9079965527,44413.7007376596,86.1911513859275,0,0,2,66,38,68472,124543,80476,16360,43938,1412688,49374,0,10475,1737854,45.2983852833218,9.2724609375,9844.34126984127,4398.00617652787
"325","120221323202",16288.2367997081,2,7263.42861651732,1777.86748804958,36894.7860413314,48037.510294396,84.9376026126854,3,0,7,44,40,69228,141800,93147,5625,19493,1403946,66169,666,5431,1736277,45.2369740708761,9.1845703125,6421.98412698413,4017.93325384306
"326","120221323203",16045.7736790534,2,0,0,41810.6481264669,32712.4004573296,79.2739505320373,0,0,0,50,20,56684,118615,35144,1702,27638,1487597,56182,508,8891,1736277,45.2369740708761,9.2724609375,5811.54761904762,2724.98094801305
"327","120221323210",12705.9430004878,2,4840.69745027387,8572.56602943243,31636.3201188808,53958.5021777892,81.41592039801,1,0,4,44,49,56671,108558,87804,10667,13886,1435106,58874,0,21857,1736752,45.2983852833218,9.3603515625,9417.88095238095,4507.45649602007
"328","120221323211",24929.5610820274,2,17871.5604855389,11850.6977843044,38224.0415202489,79895.499177501,79.0704221588885,4,0,5,56,77,102300,149046,221539,28729,40818,1214261,71585,0,11876,1737854,45.2983852833218,9.4482421875,15188.4444444444,5633.92929345805
"329","120221323212",19576.8244829903,2,0,0,35612.5051151056,52450.9010444375,75.5923673447708,0,0,2,44,46,66114,133590,87137,4438,28231,1410004,55114,293,16369,1735176,45.2369740708761,9.36035156250001,8325.46031746032,3291.52977679077
"330","120221323213",17013.9904121286,2,3480.41609454403,7193.11563003974,27169.5526061432,51600.2229018781,71.3801794446269,0,0,0,40,50,58996,127749,84161,5018,25412,1416511,57076,246,20104,1736277,45.2369740708761,9.4482421875,7757.20634920635,3532.46392925483
"331","120221323220",58124.5496920762,2,11665.8864812609,1713.98906342192,14956.9041402818,73520.6125541418,69.7862308514428,10,0,4,20,87,130040,291022,184681,5814,68063,1006971,122029,678,58596,1737854,45.1755628584304,9.1845703125,35626.873015873,9731.33019750532
"332","120221323221",15110.9152265779,2,7052.24407778239,0,36255.1725134172,35286.658346688,74.7344260838664,1,0,4,32,16,63187,112200,58111,2526,10115,1499390,51223,845,3444,1737854,45.1755628584304,9.2724609375,7995.80952380952,3071.01674739915
"333","120221323222",4388.0279831657,2,0,0,24785.9017697761,45932.7396379533,62.7929642086953,0,0,0,31,26,42898,91921,20504,103,6970,1394820,123265,2730,97541,1737854,45.1141516459846,9.1845703125,2172.38095238095,1840.68659079838
"334","120221323223",2501.45166246663,2,0,0,13481.9379219606,29387.5785508238,61.8591561764133,0,0,0,15,21,46020,45287,70339,3245,13452,1346343,130613,2929,125646,1737854,45.1141516459846,9.2724609375,1318.93650793651,1505.82960062192
"335","120221323230",10991.1851714812,2,6961.73847776933,0,47340.9060171851,32807.5260288633,71.8734985785359,3,0,1,50,29,68096,111960,76079,16908,15037,1465529,43646,783,6810,1736752,45.1755628584304,9.36035156249999,5972.0873015873,2451.44055019998
"336","120221323231",10039.1587394567,2,7051.93388396937,0,30510.6876032653,45833.841572257,78.6086836480228,2,0,2,32,46,70046,145478,75131,2764,24330,1282631,202170,122,5228,1737854,45.1755628584304,9.44824218750001,5975.84126984127,2436.83377946578
"337","120221323232",5033.75524100638,2,0,11879.9885844866,27811.5278517122,27623.8834191697,60.3035534073405,0,0,2,28,11,51227,73040,42737,18948,16341,1306278,140570,904,137934,1736752,45.1141516459846,9.3603515625,1814.78571428571,1275.19432914449
"338","120221323233",4547.18585175474,2,0,0,26114.7930667111,34792.9539167675,56.4223427197132,0,0,1,25,29,54331,67087,37354,6377,11372,1282582,49486,2525,54137,1510920,45.1141516459846,9.4482421875,2241.85714285714,1346.44757775356
"339","120221323300",38374.950563812,2,6974.29873089333,0,42403.2075005036,47586.3567137355,70.912171286425,3,0,13,46,40,91414,168137,157542,8141,48446,1209914,100155,3736,41783,1737854,45.2983852833218,9.5361328125,16946.0714285714,5401.96014233661
"340","120221323301",5788.73994029174,2,0,0,22234.7346186874,34710.2191125032,63.5641610260064,0,0,0,33,27,34346,62147,55017,570,11781,1396092,144055,25908,42284,1737854,45.2983852833218,9.6240234375,2211,1743.12815499973
"341","120221323302",10485.0227267686,2,11049.5058082175,11442.029687584,33903.6447646535,42203.5762313309,69.1775818416813,0,0,4,48,30,55785,101461,105562,1289,13156,1472070,39956,0,2783,1736277,45.2369740708761,9.5361328125,5530.43650793651,2501.13401518423
"342","120221323303",6252.20732578717,2,4199.0686348576,0,31943.8740301762,35336.0777860704,64.0608798288975,2,0,2,37,22,43542,59538,86345,36454,10532,1448064,76775,3897,14672,1736277,45.2369740708761,9.6240234375,1917.31746031746,1131.07544197888
"343","120221323310",5774.05072471686,2,1827.71641739569,0,25121.162445243,41768.1244601316,65.1281894100924,0,0,0,39,33,40892,62161,99143,4498,8820,1461517,78832,1309,20472,1736752,45.2983852833218,9.71191406249999,3206.33333333333,1961.83348468084
"344","120221323311",8864.39589020028,2,8246.66577683714,0,22199.7866357031,35075.3787061851,67.3182223013894,1,0,1,24,26,45201,85414,78536,2007,14087,1527668,29784,0,358,1737854,45.2983852833218,9.7998046875,4648.80158730159,1685.78622455081
"345","120221323312",5388.36506963428,2,0,0,21423.6737745699,32538.9094601073,52.1903117862644,0,0,0,30,20,33523,68427,46935,9913,10385,1380918,147536,7609,63453,1735176,45.2369740708761,9.7119140625,2122.22222222222,1022.82926331077
"346","120221323313",3639.66496916814,2,0,0,24165.0728090516,39198.0967579205,55.8263327446508,0,0,4,26,35,43580,58502,71975,7449,17548,1462358,91041,1280,26124,1736277,45.2369740708761,9.7998046875,1368.90476190476,924.385526547638
"347","120221323320",10907.4150893153,2,11311.7386436089,8451.35470737642,31699.4984304857,45255.82635826,64.9963219616205,4,0,1,30,41,63676,124126,108652,6556,21640,1380134,73764,0,22982,1737854,45.1755628584304,9.5361328125,5911.14285714286,2202.75382266043
"348","120221323321",20412.9771631424,2,17399.9846181103,11106.4997501674,37796.17773442,43616.1795387577,62.5550231563947,2,0,3,48,32,84285,153919,190569,7410,34387,1289327,58072,2110,2060,1737854,45.1755628584304,9.6240234375,9155.97619047619,3090.27181256737
"349","120221323322",1490.06434140867,2,0,0,6199.88017429888,25456.4442634068,52.5341973406986,0,0,0,10,18,32855,31999,11964,0,3991,930367,102357,169,90302,1171149,45.1141516459846,9.5361328125,634.619047619048,767.250778899444
"350","120221323323",1643.49338965293,2,3371.60950620018,7501.84852875492,3810.86382619549,21400.4076666927,50.6702283437314,0,0,0,5,18,34108,19334,32943,774,7593,941036,91201,535,64996,1158412,45.1141516459846,9.6240234375,1344.9126984127,1505.72782924823
"351","120221323330",18489.0161350711,2,11187.1542912174,0,34297.0012470108,45596.7672874903,59.2806503198294,4,0,6,34,44,72963,142317,158602,5225,30099,1366228,32998,32,1251,1736752,45.1755628584304,9.7119140625,7865.60317460317,2726.49869251101
"352","120221323331",9771.04588549212,2,8101.40912315737,0,21277.1019923522,48185.022605239,47.6950391877449,4,0,1,29,45,59569,88299,103039,8800,14349,1328875,131383,1112,61997,1737854,45.1755628584304,9.7998046875,3692.99206349206,1232.86105311844
"353","120221323332",9308.17613741342,2,17769.6281880879,11775.2692551684,34141.2466165379,37985.6103731782,49.2564490713691,2,0,6,36,29,70195,108535,138700,711,17655,1310831,71243,66,18149,1665890,45.1141516459846,9.7119140625,3551.80158730159,2102.86569659703
"354","120221323333",2631.46009171009,2,0,0,27108.4229150709,28178.3863271909,45.8727025851741,0,0,1,33,15,39829,69415,33062,2670,8755,1307796,52143,293,58557,1532691,45.1141516459846,9.7998046875,1035.71428571429,675.745832895103
"355","120221330000",0,3,0,0,0,0,2119.40940950579,0,0,0,0,0,1230,127,194,0,0,11545,1718883,94,5434,1736277,46.0353198326706,9.88769531249999,0,0
"356","120221330001",1481.42152504902,3,0,0,6505.9332249548,8832.89382950592,1629.25223723474,0,0,0,3,6,6709,23693,2397,75,5820,67671,1633900,0,1620,1735176,46.0353198326706,9.97558593750001,284.928571428571,59.1124214922616
"357","120221330002",2158.08482113993,3,0,0,8380.81526975924,16806.7185386479,1451.09709552753,0,0,0,12,6,9705,37329,1855,710,1434,166024,1516173,0,14329,1737854,45.9739086202249,9.88769531250001,284.642857142857,96.0291422671519
"358","120221330003",1332.71981881279,3,0,0,4017.71925499185,15185.3005972235,1472.73862598995,0,0,0,4,6,9342,28919,1761,140,16784,139283,1549534,0,331,1736752,45.9739086202249,9.9755859375,323.785714285714,148.450703183124
"359","120221330010",5.79910720139742,3,0,0,0,2238.33954844686,1927.06617836156,0,0,0,0,0,2132,1559,839,127,0,35055,1679417,1074,18206,1736277,46.0353198326706,10.0634765625,0,1.43694999301739
"360","120221330011",1451.19349399325,3,0,0,10071.2164577816,3760.07494554995,1835.73333037254,0,0,0,11,3,6845,24412,2735,261,2381,59864,1641978,417,4229,1736277,46.0353198326706,10.1513671875,0,0
"361","120221330012",2504.96910857828,3,0,0,30777.5713087849,8257.78313683714,1525.90350009341,0,0,0,10,1,16114,32797,7942,289,15253,137071,1543247,0,1255,1737854,45.9739086202249,10.0634765625,908.563492063492,285.426790904655
"362","120221330013",660.680588105693,3,0,0,20522.2223342425,2292.35728007817,1470.36678637778,0,0,0,6,1,13696,23346,2319,0,3461,137923,1569925,0,880,1737854,45.9739086202249,10.1513671875,470.634920634921,288.097152272762
"363","120221330020",5895.81694134744,3,0,0,11540.9453139971,7069.01441668861,1228.39038224454,0,0,0,11,1,17897,42379,26193,1074,4828,163120,1491600,0,8660,1737854,45.9124974077792,9.8876953125,1348.84920634921,638.438402901015
"364","120221330021",12446.6490960876,3,0,0,17191.8623774007,25469.1472991676,987.163657063592,0,0,1,15,15,37048,142485,26100,482,12502,285975,1267817,0,1391,1736752,45.9124974077792,9.9755859375,2075.18253968254,923.901375001495
"365","120221330022",7083.63549447863,3,0,0,19552.1713517773,21081.0696624824,828.370106886379,0,0,0,17,12,28779,81256,30175,7105,7474,344295,1253632,0,12340,1736277,45.8510861953335,9.8876953125,2444.97619047619,1317.53230833685
"366","120221330023",3986.49188682344,3,0,0,15367.4599522882,5427.92153454954,903.087454468004,0,0,1,9,8,20452,51369,14280,2782,2228,354844,1306913,0,2760,1735176,45.8510861953334,9.9755859375,3847.38888888889,1416.43716757336
"367","120221330030",3628.28503839672,3,0,0,11614.2774686943,14613.3248509085,1201.00567161435,0,0,0,10,8,27528,118091,3608,4131,25024,196415,1390078,0,507,1737854,45.9124974077792,10.0634765625,1413.44444444444,618.330549936319
"368","120221330031",10034.2987912036,3,2446.30757797989,0,14258.2761974937,19099.3033604148,962.17186407749,2,0,0,12,18,26891,66168,19549,1839,34981,171863,1439602,0,3852,1737854,45.9124974077792,10.1513671875,2909.4126984127,1450.31024281259
"369","120221330032",10868.5156905949,3,0,0,15014.5897170318,18393.8292994505,967.797748761741,0,0,0,12,11,31145,89660,10902,1568,4854,253861,1366410,0,9022,1736277,45.8510861953335,10.0634765625,1613.07936507937,1421.90625856184
"370","120221330033",25144.1956387255,3,9336.67409406215,0,20000.5548772972,72423.9848366335,505.605020758339,4,0,8,24,56,81285,187827,139687,17350,29182,481030,841539,318,39344,1736277,45.8510861953334,10.1513671875,12641.6349206349,3662.67529401622
"371","120221330100",14.430900878273,3,0,0,19159.0497432941,491.521001513958,1781.3075934545,0,0,0,2,0,5677,1300,1140,0,0,18055,1713526,0,2256,1736277,46.0353198326706,10.2392578125,0,35.3588399652955
"372","120221330101",6578.0330879353,3,7288.03248252441,0,31161.8918399221,20900.4452695474,977.91715828842,2,0,3,28,24,34079,68887,42241,2538,12269,212536,1381657,0,15048,1735176,46.0353198326706,10.3271484375,2421.55555555556,783.588479805876
"373","120221330102",6957.58804246597,3,2483.93690526915,0,22070.5736461172,28178.8882592691,1119.87072940883,2,0,1,17,13,29833,74762,13431,3825,5237,217953,1416569,0,6077,1737854,45.9739086202249,10.2392578125,454.714285714286,685.840046139212
"374","120221330103",9499.74987431715,3,8868.64676518204,0,24069.2915899311,28775.4807633178,851.404643239597,5,0,5,30,27,40356,85599,60082,2098,6772,267178,1303533,0,11490,1736752,45.9739086202249,10.3271484375,4066.71428571429,1333.77682579655
"375","120221330110",284.569284558296,3,0,0,1071.99578829275,15593.9818254116,1811.77247157245,0,0,0,0,4,5854,3194,889,0,162,41860,1663155,0,26153,1735413,46.0353198326706,10.4150390625,129.261904761905,207.134397456677
"376","120221330111",0,3,0,0,0,0,2112.37364714405,0,0,0,0,0,1962,0,0,0,0,3517,378961,0,2342,384820,46.0353198326706,10.5029296875,0,0
"377","120221330112",0,3,0,0,0,3981.22403153759,1990.2163647106,0,0,0,0,1,1470,1180,0,0,0,23274,1647655,430,10614,1683153,45.9739086202249,10.4150390625,0,134.046241002363
"378","120221330113",3.1014160066843,3,0,0,0,0,1918.30154538301,0,0,0,0,0,2553,0,0,0,0,4611,250930,0,51,255592,45.9739086202249,10.5029296875,0,0
