fid,f,f_class,I,I_class,Ex,Ex_class,f_Nones,f_Nzeros,I_Nones,I_Nzeros,Ex_Nones,Ex_Nzeros
167,0.18823529411764706,2.0,0.34922760510442785,2.0,0.06573696096083348,2.0,1.0,2.0,2.0,4.0,10.0,21.0
168,0.27058823529411763,2.0,0.5881287385160319,2.0,0.1591407174808086,2.0,4.0,2.0,3.0,1.0,1.0,1.0
169,0.36470588235294116,3.0,0.6036911669215709,2.0,0.2201697197008082,2.0,13.0,0.0,4.0,1.0,3.0,0.0
170,0.4823529411764706,3.0,0.8671985955754072,3.0,0.41829579315990234,3.0,21.0,0.0,11.0,0.0,8.0,0.0
171,0.5058823529411764,3.0,1.0911894563141473,3.0,0.5520134896648039,3.0,23.0,0.0,16.0,0.0,11.0,0.0
172,0.5411764705882353,3.0,1.2764070826901888,3.0,0.6907614800441021,3.0,25.0,0.0,20.0,0.0,14.0,0.0
173,0.5764705882352941,3.0,1.3826228952196506,3.0,0.7970414337148574,3.0,28.0,0.0,22.0,0.0,17.0,0.0
174,0.6,3.0,1.4920617279985278,3.0,0.8952370367991166,3.0,29.0,0.0,25.0,0.0,19.0,0.0
175,0.611764705882353,3.0,1.5873372699561663,3.0,0.9710769180908312,3.0,30.0,0.0,27.0,0.0,21.0,0.0
176,0.611764705882353,3.0,1.69176651331993,3.0,1.0349630434427808,3.0,30.0,0.0,30.0,0.0,23.0,0.0
177,0.6352941176470588,3.0,1.7130135258196415,3.0,1.0882674164030663,3.0,32.0,0.0,30.0,0.0,24.0,0.0
178,0.611764705882353,3.0,1.7069029508839406,3.0,1.0442229817172344,3.0,30.0,0.0,30.0,0.0,23.0,0.0
179,0.611764705882353,3.0,1.6056025393614823,3.0,0.9822509652564363,3.0,30.0,0.0,28.0,0.0,21.0,0.0
180,0.5764705882352941,3.0,1.4361984956487883,3.0,0.8279261916093015,3.0,28.0,0.0,24.0,0.0,18.0,0.0
181,0.5294117647058824,3.0,1.2771122425750574,3.0,0.676118246069148,3.0,24.0,0.0,20.0,0.0,14.0,0.0
182,0.4,3.0,1.0859728629940748,3.0,0.43438914519762994,3.0,15.0,0.0,16.0,0.0,8.0,0.0
183,0.3411764705882353,3.0,0.719874815143348,2.0,0.24560434869596579,2.0,11.0,0.0,7.0,0.0,4.0,0.0
184,0.24705882352941178,2.0,0.5120786063714308,2.0,0.12651353804470644,2.0,2.0,2.0,1.0,1.0,1.0,0.0
185,0.16470588235294117,2.0,0.4149472962066459,2.0,0.06834426055168286,2.0,2.0,5.0,1.0,2.0,10.0,19.0
186,0.11764705882352941,2.0,0.1900560767438715,1.0,0.022359538440455472,1.0,1.0,14.0,0.0,14.0,0.0,53.0
187,0.023529411764705882,1.0,0.3582822388729887,2.0,0.008430170326423264,1.0,0.0,31.0,2.0,4.0,0.0,61.0
188,0.011764705882352941,1.0,0.35431748676351954,2.0,0.004168441020747289,1.0,0.0,33.0,2.0,4.0,0.0,63.0
