fid,NAT_AREA_BLOCK,INDUSTRIAL_AREA_SURR,ROADS_SURR
428,0.8815774317072993,0.02255945189622347,0.19005229178322622
429,0.857220756340227,0.029641784510973837,0.2346744316397032
430,0.8769777389191856,0.028247323172830303,0.21976192244941786
431,0.9298489746910124,0.018268789813055807,0.13338306379564435
432,0.9565072334834777,0.013478934180631641,0.07838677564409491
433,0.052804787342383364,0.21127451779974912,0.49683642972159425
434,0.04374454708806458,0.20748046010851068,0.4773252739690447
435,0.03271380940588197,0.19293945506896373,0.4508372975487758
436,0.028956498755583693,0.177295061251195,0.44084014115176834
437,0.028701589195684878,0.1665213661751616,0.44679393832451186
438,0.024931990411813244,0.18277371161825007,0.4859364938235478
439,0.020560403417063042,0.234062441378564,0.5605339445516634
440,0.04678668881804442,0.28569708608554323,0.6175485333022344
441,0.14278934195337178,0.28819877130765775,0.6028319730829097
442,0.29985033293962177,0.2218548023572019,0.5045618063253091
443,0.46493455473614087,0.13157713621462858,0.3772704116830988
444,0.5907276683448522,0.07287521185681219,0.2897805460984167
445,0.6831592361012858,0.052008830672740945,0.24611969189622776
446,0.7717406192135188,0.038350198753664,0.2036236311240468
447,0.8590845706375047,0.019724828142709875,0.14313305543225927
448,0.8997272498602806,0.012699088432692296,0.13607973559694045
449,0.8816324594141406,0.017991758859566206,0.18438506162725543
450,0.8556868874455917,0.024749770065672583,0.22872037482286448
451,0.8749517866733996,0.024744216365596414,0.21588993477193508
452,0.931529509823786,0.016393053741528017,0.12699906079661027
453,0.9593099247843758,0.010472180575636626,0.0639543340333784
454,0.039900857744288844,0.18231540733206514,0.49217731850592594
455,0.030536856116579487,0.18383713162040832,0.48812111936229174
456,0.02206909238071248,0.1847842965653866,0.48299525664610093
457,0.02153291938464431,0.18356518607525574,0.48203792530020334
458,0.023060065045977438,0.18177394743256278,0.48940807902335387
459,0.020733936441180087,0.21057229422797014,0.5309658389405869
460,0.020134965396713948,0.2785791916470373,0.6117031388715847
461,0.062478021067121664,0.3315424697998786,0.6622662138771733
462,0.1824678574216275,0.3154653169586476,0.6282911837883006
463,0.35136774030279955,0.22254601044823305,0.5071114590284955
464,0.5022489251455544,0.11889183821800992,0.3752962689302259
465,0.6018768069671722,0.06805453044728281,0.29956286880240035
466,0.6811662258166444,0.05738485453732352,0.267382309954971
467,0.7719525964826627,0.045894703076216035,0.22888210935227105
468,0.8615194808266394,0.023986166892225633,0.16210056058505315
469,0.903526517620387,0.011160105380630581,0.13754506650647627
470,0.8826904844537926,0.015146930321969164,0.17661735727591713
471,0.8479759406828137,0.021882152808287123,0.22231506723235703
472,0.8586277501289967,0.023091952023416178,0.2174816491754963
473,0.9130019709779649,0.016698274896252457,0.13928184963499293
474,0.9291631798791004,0.0039007750570198164,0.05660233179762569
475,0.8985883419476995,0.004333422441185065,0.07441860795366984
476,0.8857452197568937,0.004883934139314348,0.08662041032780253
477,0.029211346309342783,0.13286489675147675,0.44264211848969903
478,0.022253606624505453,0.13951438236769365,0.45526049875576874
479,0.015800014369296705,0.15565857896107457,0.47758821011458363
