fid,left,bottom,right,top,lng_cen,lat_cen,X_UTM,Y_UTM,area,h_mean,aspect_major,slope_mean,aq_zone,clim_zone,pop,dusaf,dsf2,dsf3,dsf4,dsf5,dsf11,dsf12,dsf13,dsf14,siarl,siarl2,siarl9,siarl12,soil,soil1,soil2,soil4,soil5,soil7,soil8,soil9,soil_text,soil_text1,soil_text2,soil_text3,soil_text4,soil_text5,soil_text6,soil_text7,soil_text8,soil_text9,soil_text10,int_prim,int_prim_sec,int_sec,highway,prim_road,sec_road,farms,farm_pigs,farm_poultry,farm_sheep,urban,agricultural
332,9.636,45.144,9.702,45.21,9.669,45.177,552564.8346,5002830.834,38.02459282,61.74109663,44.70108032,0.280230812,2,4,20469.28125,2,0.712642059,0.02777877,0.001101509,0.000852759,0.106074206,0.121860401,0.003617743,0.026072552,9,0.023626191,0.42099724,0,7,0,0,0,0,1,0,0,4,0,0,0.146874178,0.835869708,0.017256114,0,0,0,0,0,0.105195078,0.867859392,0.97305447,0,0.873745589,1.062101172,0.011980979,0.315585233,0,0.341884003,0,1
333,9.636,45.21,9.702,45.276,9.669,45.243,552504.0744,5010162.865,37.98107667,57.35835261,9.146450043,0.51012588,2,4,5069.706543,2,0.790304839,0.077386189,0.010361466,0.017510667,0.039291492,0.037343368,0.022844331,0.004957649,9,0.023278329,0.426098836,0,7,0,0,0,0,1,0,0,4,0,0,0.203042176,0.679435683,0,0,0,0,0.117522141,0,0.026328901,0.579235818,0.421262413,0,0.575417466,0.59149525,0.018230594,0.394933512,0,0.421262413,0,1
334,9.636,45.276,9.702,45.342,9.669,45.309,552443.2442,5017494.981,37.93750876,68.87667746,167.8483429,0.436047871,2,5,7309.070313,2,0.820875648,0.05008498,0.00228323,0.006144565,0.058619527,0.05090669,0.000504965,0.010580394,9,0.025317137,0.394585514,0,7,0,0,0,0,1,0,0,4,0,0,0,0.894277337,0,0,0.072809936,0,0.032912727,0,0,0.922569803,1.080724627,0,0.590744525,1.079273018,0.024135884,0.184513961,0.026359137,0.263591372,0,1
335,9.636,45.342,9.702,45.408,9.669,45.375,552382.3439,5024827.18,37.89388916,78.96541057,39.47463989,0.221289099,2,5,31075.25586,2,0.643627624,0.023756705,0,0.011537685,0.158054126,0.10818874,0.002830808,0.052004312,7,0.009745475,0.216966182,0,7,0,0,0,0,1,0,0,3,0,0,0.569695171,0.336877854,0,0,0.053382132,0,0.005423941,0.034620901,0.105557917,0.633347501,1.741705628,0,0.521691718,1.495274223,0.018837044,0.105557917,0.079168438,0.237505313,0,1
336,9.636,45.408,9.702,45.474,9.669,45.441,552321.3736,5032159.463,37.85021792,93.1744381,270,0.199013481,2,5,4369.850586,2,0.883143139,0.016499046,0.001472651,0.002501114,0.033683733,0.054450793,0.001985827,0.006263696,9,0.018603447,0.363824713,0,7,0,0,0,0,0.998099221,0.001900779,0,3,0,0,0.396144124,0.176521121,0,0,0,0,0.369331417,0.058003337,0,0.686918106,0.713338033,0,0.410499878,0.823572245,0.0260075,0.211359417,0.026419927,0.36987898,0,1
337,9.636,45.474,9.702,45.54,9.669,45.507,552260.3334,5039491.83,37.80649509,114.9817966,270,0.306760962,1,5,24228.9043,2,0.726407422,0.012810249,0,0.000828787,0.121667411,0.114183666,0.000996517,0.023105948,9,0.078034651,0.295602175,0,7,0,0,0,0.000856246,0.986585482,0.012558272,0,4,0.044416894,0,0.215505414,0.695545086,0,0,0,0,0.024249938,0.020282668,0.158702889,1.005118298,1.243172632,0.279563508,0.752342897,1.243685552,0.018355961,0.449658186,0.290955297,1.058019261,0,1
338,9.636,45.54,9.702,45.606,9.669,45.573,552199.2234,5046824.281,37.76272073,150.2263726,264.8844299,0.408409685,1,5,23535.25781,2,0.750763082,0.015029514,0,0.00052495,0.128981047,0.081191552,0.000601152,0.022908702,9,0.076870653,0.264146861,0,7,0,0,0,0,0.999238023,0.000761977,0,4,0.044928016,0,0.122108224,0.767218269,0,0,0,0,0.065745491,0,0.026481143,0.926839998,0.847396569,0,0.642767369,1.052423925,0.020966468,0.688509713,0.211849142,1.641830853,0,1
339,9.636,45.606,9.702,45.672,9.669,45.639,552138.0437,5054156.816,37.71889489,203.6039009,270,0.512248052,1,5,37170.97656,2,0.597412074,0.007371167,9.54E-05,0.000245823,0.148245577,0.197819237,0.011021784,0.037788975,17,0.064194456,0.229796449,0,7,0,0,0,0,1,0,0,4,0,0,0.09893788,0.90106212,0,0,0,0,0,0,0.212095291,1.484667039,1.299083659,0.311841073,1.017362581,1.194259641,0.017876635,0.55675014,0.503726317,2.651191141,1,0
340,9.636,45.672,9.702,45.738,9.669,45.705,552076.7943,5061489.435,37.67501762,304.5625146,270,7.105771243,5,3,101938.1328,11,0.19708868,0.204476951,0,0.000800567,0.367146913,0.167307875,0.005934945,0.05724407,17,0.010062238,0.006050355,0,7,0,0,0.175711829,0,0.824288171,0,0,3,0,0,0.57110145,0.337105499,0.091793051,0,0,0,0,0,0.185799515,0.74319806,2.09688024,0,0.413572151,2.06843006,0.000358748,0.159256727,0.132713939,0.928997575,1,0
341,9.636,45.738,9.702,45.804,9.669,45.771,552015.4753,5068822.138,37.63108898,560.8574634,270,24.17479772,3,3,12239.62109,3,0.17969322,0.714731376,0,0.004593067,0.079571861,0.013437217,0.002764903,0.005208355,4,0,7.60E-05,0,7,0,0,0.142420187,0,0.857579813,0,0,3,0,0,0.775821986,0.175008303,0.02537363,0,0,0,0.023796081,0,0,0.079721318,0.531475451,0,0.104733872,0.971263097,0.000451891,0.504901679,0.026573773,3.534311751,0,0
342,9.636,45.804,9.702,45.87,9.669,45.837,551954.0869,5076154.924,37.58710902,702.5196426,180,28.31388725,3,3,6196.349609,3,0.139723656,0.785726438,0,0.008854432,0.049487278,0.011724626,0.001576516,0.002907055,4,0,0,0,7,0,0,0.001723313,0,0.998276687,0,0,3,0,0,0.527728829,0.120690228,0,0,0,0,0.351580942,0,0.053209732,0.186234062,0.372468124,0,0.451262681,0.800803767,0.000307373,0.053209732,0.026604866,2.846720665,0,0
343,9.636,45.87,9.702,45.936,9.669,45.903,551892.629,5083487.795,37.5430778,830.3146635,360,28.15094705,3,3,4248.678711,3,0.178621766,0.757736063,0,0.007231113,0.039442177,0.007204145,0.007695256,0.002069479,4,0,0,0,7,0,0,0,0,1,0,0,3,0.000283145,0,0.874616922,0,0,0,0,0,0.125099933,0,0.026636069,0.506085306,0.346268893,0,0.496015498,0.725046131,0.000101418,0.21308855,0,2.343974047,0,0
344,9.636,45.936,9.702,46.002,9.669,45.969,551831.1017,5090820.75,37.49899536,931.4773516,34.63351822,30.43013361,3,3,2832.775879,3,0.06093984,0.886299301,0,0.005014964,0.035566596,0.006761462,0.000988356,0.004429482,4,0,0,0,7,0,0,0,0,1,0,0,3,0.060616159,0,0.72572771,0.080293917,0,0,0,0,0.133362214,0,0.026667381,0.373343335,0.293341192,0,0.604786689,0.368513782,0.000682813,0.026667381,0.026667381,0.24000643,0,0
345,9.636,46.002,9.702,46.068,9.669,46.035,551769.5052,5098153.788,37.45486177,1676.178704,90,31.49556118,3,3,116.4493637,3,0.034973039,0.957824349,0,0.001038599,0.003953789,0.000328653,0,0.001881571,4,0,0,0,7,0,0,0,0,1,0,0,9,0,0,0.278347935,0.29099708,0,0,0,0,0.430654985,0,0,0.026698804,0,0,0.307043641,0.001026635,8.59E-05,0,0,0.266988036,0,0
346,9.636,46.068,9.702,46.134,9.669,46.101,551707.8396,5105486.911,37.41067707,1591.742259,90,34.87878976,3,1,97.83129883,3,0.047464124,0.948449188,0,0.000497838,0.003491989,5.63E-05,4.06E-05,0,4,0,0,0,7,0,0,0,0,0.990478938,0,0.009521062,9,0,0,0,0.460056477,0,0,0,0,0.539943523,0,0,0.080191011,0.080191011,0,0.141306097,0.087962033,0,0,0,0.400955053,0,0
347,9.636,46.134,9.702,46.2,9.669,46.167,551646.1048,5112820.117,37.36644132,703.5640505,270,24.25113731,3,1,5711.224609,3,0.227382214,0.681309513,0,0.015305038,0.050415926,0.023225667,0.001144455,0.001217187,4,0,0.00742255,0,7,0,0,0,0,0.998074516,0,0.001925484,9,0,0,0,0.207782218,0,0,0,0,0.792217782,0,0,0.936669342,0.45495368,0,0.86592743,0.690144707,0.002951719,0.401429718,0.026761981,5.031252465,0,0
348,9.636,46.2,9.702,46.266,9.669,46.233,551584.301,5120153.407,37.32215458,1710.871235,270,36.26627891,3,1,437.0275879,3,0.020077758,0.970735047,0.000895946,0.001547738,0.005453491,0.000204176,0.000615383,0.000470461,4,0,0,0,9,0,0,0,0,0.46185786,0,0.53814214,9,0,0,0,0.236646847,0,0,0,0,0.763353153,0,0,0.053587474,0.053587474,0,0.050865683,0.056154471,5.16E-05,0.026793737,0,0.294731109,0,0
349,9.636,46.266,9.702,46.332,9.669,46.299,551522.4283,5127486.781,15.95188365,2492.517972,270,35.28151018,3,1,37.62852097,3,0,1,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0.466440422,0,0.533559578,0,0,0,0,0.412486588,0,0,0,0,0.01555794,0,0,0,0,0,0,0,0,0,0,0,0,0
350,9.702,45.012,9.768,45.078,9.735,45.045,557883.8803,4988212.092,5.239174876,46.29991442,298.0970459,1.023663481,2,4,21208.23633,2,0.715790062,0.108421299,0,0.07071308,0.008557569,0.094621392,0,0.001896597,9,0.103865493,0.27977687,0,7,0,0,0.477448071,0.023343225,0.495944609,0.003264095,0,0,0,0,0,0.132085684,0.005773521,0,0,0,0,0,0.19086975,0.19086975,0.19086975,0.550714921,0.407324047,0.512551193,0.003270959,0.19086975,0,0.19086975,0,1
351,9.702,45.078,9.768,45.144,9.735,45.111,557817.2796,4995543.955,32.52283515,47.80360483,19.21197319,0.430010609,2,4,5622.999023,2,0.80475165,0.039397947,0,0.025260348,0.067626437,0.052487437,0.000951412,0.009524769,9,0.05754935,0.378220905,0,7,0,0,0.075869018,0,0.920100756,0.004030227,0,5,0,0,0.053729726,0.335888765,0.465756123,0,0,0,0,0,0.030747627,0.98392406,0.307476269,0.160005739,0.65594141,0.676296083,0.013597111,0.399719149,0,0.399719149,0,1
352,9.702,45.144,9.768,45.21,9.735,45.177,557750.6017,5002875.902,38.02512795,56.733472,0,0.311032886,2,4,11554.39844,2,0.825829462,0.032677472,0.000136638,0.003525257,0.073370331,0.052097566,0.002572996,0.009790278,9,0.014126115,0.439263079,0,7,0,0,0,0,1,0,0,4,0,0,0.323665226,0.629007608,0,0,0.003681002,0,0.043646164,0,0.052596799,0.762653581,0.999339175,0,0.613312307,1.019026526,0.016325696,0.525967987,0,0.525967987,0,1
353,9.702,45.21,9.768,45.276,9.735,45.243,557683.8467,5010207.933,37.98160993,52.36124966,21.65143967,0.663851796,2,5,1234.446289,2,0.814203388,0.088647181,0.00157488,0.042725911,0.017286505,0.025408539,0.006857921,0.003295674,9,0.059975046,0.346405369,0,7,0,0,0.002844141,0,0.997155859,0,0,4,0,0,0.00039499,0.728592354,0,0,0.068366222,0,0.202646434,0,0,0.526570623,0.368599436,0,0.341804802,0.717682921,0.016432196,0.23695678,0.052657062,0.289613843,0,1
354,9.702,45.276,9.768,45.342,9.735,45.309,557617.0147,5017540.048,37.93804017,65.77917302,270,0.595253261,2,5,9870.892578,2,0.794743651,0.046409173,0.000247914,0.012844499,0.063164119,0.068578909,0.002993234,0.0110185,9,0.028386207,0.381426202,0,7,0,0,0,0,1,0,0,4,0,0,0.06263901,0.491177488,0.012735391,0,0.433448111,0,0,0,0,0.685327968,1.001633185,0,0.519427217,0.951487993,0.020486644,0.13179384,0.052717536,0.184511376,0,1
355,9.702,45.342,9.768,45.408,9.735,45.375,557550.1056,5024872.246,37.89441872,79.26106819,140.6747589,0.245933709,2,5,13531.04102,2,0.771912123,0.036346825,0,0.019136347,0.086240829,0.068287847,0.005283308,0.012792721,9,0.016782719,0.385334253,0,7,0,0,0,0,1,0,0,3,0,0,0.465127021,0.275140218,0,0,0.037726823,0,0.098779281,0.123226658,0.02638911,1.002786196,1.768070398,0,0.498176698,1.352313364,0.022880517,0.527782208,0.105556442,0.791673313,0,1
356,9.702,45.408,9.768,45.474,9.735,45.441,557483.1197,5032204.528,37.85074563,93.49094807,135.0647278,0.235230574,2,5,6456.530273,2,0.864067801,0.020961974,0,0.006143092,0.040813166,0.061772325,0.001343779,0.004897861,9,0.010447471,0.547628813,0,7,0,0,0,0,1,0,0,9,0,0,0.28585105,0.003334214,0,0,0,0,0.58137462,0.129440116,0,0.951104117,1.003943235,0,0.634378928,0.916939818,0.033523587,0.422712941,0.264195588,0.713328088,0,1
357,9.702,45.474,9.768,45.54,9.735,45.507,557416.057,5039536.893,37.80702096,116.0654157,231.3184204,0.302147039,1,5,27330.08984,2,0.637363753,0.082617416,0,0.00876649,0.126911481,0.117273205,0.004218684,0.022848972,9,0.042581928,0.308402935,0,7,0,0,0,0,0.995433356,0.004566644,0,3,0,0,0.436824179,0.15249165,0,0,0,0,0.204176449,0.206507721,0.132250568,0.872853749,2.11600909,0.297117956,0.582142777,1.407102557,0.024765165,0.899303863,0.476102045,1.587006817,0,1
358,9.702,45.54,9.768,45.606,9.735,45.573,557348.9176,5046869.342,37.76324475,153.1064584,255.0508575,0.475491251,1,5,21973.25,2,0.647092773,0.097618762,0.000315382,0.011135727,0.120094121,0.094045141,0.003537638,0.026160457,9,0.073498394,0.312024748,0,7,0,0,0,0,1,0,0,10,0,0,0.106383331,0.20073482,0,0,0,0,0.27661652,0.416265329,0.185365427,0.741461709,0.79442326,0,0.547952293,1.091046391,0.028064467,0.900346361,0.423692405,2.224385128,0,1
359,9.702,45.606,9.768,45.672,9.735,45.639,557281.7016,5054201.875,37.71941707,206.9326146,291.1075745,1.291110684,1,5,16523.48242,2,0.594078555,0.097375938,0,0.006626554,0.088503802,0.175547515,0.024638545,0.01322909,17,0.064002166,0.146341728,0,7,0,0,0,0,1,0,0,10,0,0,0.188420686,0.246980066,0,0,0,0,0.217103846,0.347495402,0.2386039,0.980927142,1.352088764,0.281564839,0.781740571,1.178746228,0.012018505,0.927904054,0.212092355,1.961854285,1,0
360,9.702,45.672,9.768,45.738,9.735,45.705,557214.4091,5061534.492,37.67553796,282.5985738,270,4.55170665,5,3,82160.99219,11,0.289020636,0.114959876,0.000364218,0.008743349,0.334857626,0.191700926,0.00852694,0.051826429,17,0.018813706,0.018878768,0,7,0,0,0.030337831,0,0.969662169,0,0,3,0,0,0.562728117,0.19847037,0.106493463,0,0,0,0.001741987,0.130566063,0.318509055,1.353663485,2.123393701,0,1.215610388,1.682723223,0.001996718,0.769730217,0.079627264,1.804884646,1,0
361,9.702,45.738,9.768,45.804,9.735,45.771,557147.0401,5068867.192,37.63160748,720.3623741,180,24.92908736,5,3,14457.04199,3,0.136102605,0.724170475,0,0.000877227,0.108657927,0.016215604,0.005255575,0.008720587,4,0,0,0,7,0,0,0.087880528,0,0.912119472,0,0,3,0,0,0.564536487,0.307586276,0,0,0,0,0.127877238,0,0.026573406,0.292307471,0.690908567,0,0.599182484,0.982252582,7.27E-05,0.531468128,0.053146813,1.620977792,0,0
362,9.702,45.804,9.768,45.87,9.735,45.837,557079.5947,5076199.976,37.58762569,897.328183,55.88362885,27.46160061,3,3,2795.700684,3,0.132747428,0.811501998,0,0,0.050365281,0.00291346,0.000457222,0.002014611,4,0,0.000195591,0,7,0,0,0.007750455,0,0.992249545,0,0,3,0,0,0.453564361,0.153399737,0,0,0,0,0.393035901,0,0,0.399067505,0.266045003,0,0.825880138,0.573772355,0.00048813,0.159627002,0,1.090784514,0,0
363,9.702,45.87,9.768,45.936,9.735,45.903,557012.0731,5083532.844,37.54359263,1265.776344,54.70774841,30.97001519,3,3,1239.440063,3,0.089696668,0.887629884,0,5.25E-05,0.018097312,0.001067387,0.002069481,0.001386751,4,0,0,0,7,0,0,0.001149095,0,0.998850905,0,0,3,0,0,0.73952335,0,0,0,0,0,0.26047665,0,0,0.07990711,0,0,0.272193479,0.056131955,0.000765961,0.026635703,0,0.878978214,0,0
364,9.702,45.936,9.768,46.002,9.735,45.969,556944.4753,5090865.795,37.49950836,1227.828719,21.2890625,33.36744373,3,3,770.2895508,3,0.057511674,0.911631506,0,0.00051299,0.021523536,0.0033863,0.000724722,0.004709273,4,0,0,0,7,0,0,0,0,0.998848921,0,0.001151079,9,0.033911869,0,0.257240034,0.280164724,0,0,0,0,0.428683373,0,0,0.293337179,0.186669114,0,0.364375412,0.284247372,0.000458697,0,0,0.586674358,0,0
365,9.702,46.002,9.768,46.068,9.735,46.035,556876.8014,5098198.83,37.45537294,1746.712397,0,31.95325966,3,3,680.0665894,3,0.058685985,0.914351952,0,0.00131033,0.015198972,0.00144122,0.004690724,0.004320816,4,0,0,0,7,0,0,0,0,1,0,0,9,0.145879566,0,0.278694542,0.239400664,0,0,0,0,0.336025228,0,0,0.160190636,0.080095318,0,0.276781606,0.255532944,0.000143397,0.026698439,0,0.453873468,0,0
366,9.702,46.068,9.768,46.134,9.735,46.101,556809.0515,5105531.949,37.41118641,1788.97502,43.67368698,35.10814372,3,1,0.774235785,3,0.022093408,0.976062686,0,0.000797673,0.001046234,0,0,0,4,0,0,0,7,0,0,0,0,0.987107947,0,0.012892053,9,0,0,0,0.280122947,0,0,0,0,0.719877053,0,0,0,0,0,0,0.102094437,0,0.026729973,0,0.026729973,0,0
367,9.702,46.134,9.768,46.2,9.735,46.167,556741.2257,5112865.151,37.36694884,729.4739649,90,23.39864917,3,1,5346.748047,3,0.231672491,0.678475601,0,0.01020649,0.049930086,0.023014872,0.003256465,0.003443995,4,0.000317051,0.020717628,0,7,0,0,0,0,0.999229732,0,0.000770268,9,0,0,0,0.191956369,0,0,0,0,0.808043631,0,0,0.93665662,0.481709119,0,0.539463493,1.241740578,0.003092629,0.240854559,0.026761618,1.87331324,0,0
368,9.702,46.2,9.768,46.266,9.735,46.233,556673.3241,5120198.437,37.32266028,2395.54318,149.0695496,31.6067894,3,1,0,3,0.012427969,0.979605823,0.006771883,0.000921621,0.000272703,0,0,0,18,0,0,0,7,0,0,0,0,0.789862933,0,0.210137067,4,0,0,0,0.502268352,0,0,0,0,0.497731648,0,0,0,0,0,0,0,0,0,0,0,0,0
369,9.702,46.266,9.768,46.332,9.735,46.299,556605.3467,5127531.807,31.10807847,2578.013577,13.34330177,30.64426364,3,1,6.215754032,3,0.00249969,0.997320477,0,2.23E-05,0.000157569,0,0,0,18,0,0,0,7,0,0,0,0,0.593757994,0,0.406242006,9,0,0,0,0.090627096,0,0,0,0,0.743745808,0,0,0,0,0,0,0,0,0,0,0,0,0
370,9.702,46.332,9.768,46.398,9.735,46.365,556537.2937,5134865.26,5.005105213,2702.327551,254.8985443,33.76048762,3,1,108.7419205,3,0,1,0,0,0,0,0,0,18,0,0,0,7,0,0,0,0,0.890999011,0,0.109000989,0,0,0,0,0.014638486,0,0,0,0,0.119827427,0,0,0,0,0,0,0,0,0,0,0,0,0
371,9.768,45.012,9.834,45.078,9.801,45.045,563081.6165,4988261.399,3.546970301,40.29684393,17.97961807,1.129473653,2,4,1403.899048,2,0.716968538,0.021479732,0,0.261551731,0,0,0,0,4,0.004604052,0.079304788,0,4,0,0,0.55224619,0.19998021,0.24421136,0.00356224,0,0,0,0,0,0.092630854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
372,9.768,45.078,9.834,45.144,9.801,45.111,563009.0346,4995593.262,34.49885373,45.04774043,56.93888474,0.548491351,2,4,1739.718994,2,0.857611794,0.040383218,0.0002348,0.037672981,0.039522028,0.019706176,0.001011029,0.003857974,9,0.097899115,0.35127321,0,7,0,0,0.021943254,0,0.969177383,0.008879363,0,5,0,0,0.154976521,0.124109283,0.626621351,0,0,0,0,0,0,0.666688818,0.376824114,0,0.590651497,0.637259018,0.009941817,0.202905292,0.02898647,0.231891763,0,1
373,9.768,45.144,9.834,45.21,9.801,45.177,562936.3686,5002925.208,38.02571338,46.4233663,18.77750206,0.584371391,2,5,5695.714844,2,0.765174601,0.078216976,0,0.040194202,0.048603146,0.058283836,0.003062702,0.006464537,9,0.078267036,0.420368341,0,7,0,0,0.002671246,0,0.996756344,0.00057241,0,4,0,0,0.099717254,0.447445423,0.076505786,0,0.256000132,0,0.120331405,0,0.026297994,0.525959889,0.815237828,0,0.421476463,1.010705881,0.020856372,0.23668195,0.157787967,0.447065906,0,1
374,9.768,45.21,9.834,45.276,9.801,45.243,562863.6185,5010257.239,37.98219334,56.60016024,260.4752808,0.482260336,2,5,3365.636475,2,0.852176829,0.037458068,0.000910549,0.010582148,0.03535637,0.046933247,0.005734072,0.010848718,9,0.018013464,0.467952165,0,7,0,0,0,0,0.998959023,0.001040977,0,4,0,0,0.047847047,0.507905951,0.143014627,0,0.283528308,0,0.017704066,0,0.105312507,0.500234408,0.631875042,0,0.483924722,0.762068151,0.02963989,0.684531295,0.105312507,0.895156309,0,1
375,9.768,45.276,9.834,45.342,9.801,45.309,562790.7844,5017589.352,37.93862155,68.48400855,254.4899292,0.228149558,2,5,5667.404297,2,0.896758344,0.010530219,0,0.00121146,0.045067006,0.040320191,0.001067489,0.005045291,9,0.026735434,0.529626479,0,7,0,0,0,0,0.997818458,0,0.002181542,4,0,0,0.312913853,0.454801515,0.213572723,0,0.018711909,0,0,0,0,0.606242374,0.500808918,0,0.498292353,0.680905066,0.02663655,0.369017097,0.105433456,0.553525646,0,1
376,9.768,45.342,9.834,45.408,9.801,45.375,562717.8665,5024921.549,37.89499808,81.93593607,256.1765137,0.33932686,2,5,4680.291992,2,0.864791248,0.044584675,0,0.006118431,0.041697017,0.03776595,0.000634905,0.004407774,9,0.036039241,0.532514015,0,7,0,0,0,0,1,0,0,5,0,0,0.265107534,0.29401966,0.303453622,0,0,0,0.137419185,0,0.026388707,0.501385433,0.448608019,0,0.325444226,0.817366009,0.021425804,0.369441898,0.052777414,0.448608019,0,1
377,9.768,45.408,9.834,45.474,9.801,45.441,562644.8648,5032253.829,37.85132296,94.78100261,261.8110352,0.217021474,2,5,4776.82959,2,0.837914679,0.048565552,0.0027115,0.014882276,0.039225941,0.049203303,0.002290556,0.005206192,9,0.019458444,0.510851617,0,7,0,0,0.001152406,0,0.998847594,0,0,9,0,0,0,0.264048747,0.112522087,0,0,0,0.623429166,0,0,0.739736363,0.713317208,0,0.523827327,0.837256549,0.035245058,1.056766233,0.343449026,1.637987662,0,1
378,9.768,45.474,9.834,45.54,9.801,45.507,562571.7794,5039586.193,37.80759627,121.8419905,201.9641571,0.272940197,1,5,9845.283203,2,0.784296066,0.009432114,0,0.011877529,0.056673728,0.11070824,0.009334861,0.017677462,9,0.067613851,0.516071525,0,7,0,0,0,0,0.998286204,0.001713796,0,4,0,0,0.078773351,0.886047281,0,0,0,0,0.035179368,0,0.185147978,1.031538734,0.899290179,0.279143373,0.818796026,1.028837963,0.036383467,1.375384979,0.4760948,2.274675158,0,1
379,9.768,45.54,9.834,45.606,9.801,45.573,562498.6104,5046918.641,37.76381805,152.9446909,266.5869446,0.430170549,1,5,14545.68848,2,0.785468852,0.024610637,0.000702032,0.00052282,0.090666571,0.074417525,0.014188105,0.009423459,9,0.097114792,0.372112899,0,7,0,0,0,0,1,0,0,4,0,0,0.279728612,0.704947874,0,0,0,0,0.015323515,0,0.132401867,0.55608784,0.926813066,0,0.635544534,1.047535431,0.024165473,1.03273456,0.503127093,2.038988746,0,1
380,9.768,45.606,9.834,45.672,9.801,45.639,562425.3579,5054251.171,37.71998835,203.0349555,270,1.769208656,1,5,27888.04492,2,0.626033948,0.030943921,0,0.004919862,0.147355706,0.150254646,0.007188721,0.033303195,17,0.068401616,0.181129991,0,7,0,0,0.020602823,0,0.979397177,0,0,9,0,0,0.306867699,0.299262696,0,0,0,0,0.393869605,0,0.106044571,1.086956858,1.219512572,0.285601033,0.675354194,1.221702341,0.012015937,1.378579429,0.371156,2.836692287,0,1
381,9.768,45.672,9.834,45.738,9.801,45.705,562352.0221,5061583.785,37.67610722,386.0418957,270,13.46606849,5,3,24746.15039,3,0.291889755,0.440829928,0,0.000544535,0.163410655,0.080288476,0.001443371,0.021593281,4,0.003956983,0.007436959,0,7,0.001145475,0,0.292668958,0.001145475,0.705040092,0,0,3,0,0,0.781114171,0.12976542,0.089120409,0,0,0,0,0,0.159252121,0.928970708,1.088222829,0,0.499186982,1.084738874,0.003714529,0.928970708,0.212336162,2.654202023,1,0
382,9.768,45.738,9.834,45.804,9.801,45.771,562278.6029,5068916.483,37.63217473,604.9214715,270,20.95768879,1,3,26203.91992,3,0.210887822,0.550702473,0,0.009434517,0.14537298,0.064551211,0.003293761,0.015757236,4,0,0,0,7,0,0,0.040382775,0,0.959617225,0,0,3,0,0,0.628981897,0.371018103,0,0,0,0,0,0,0.106292023,0.4517411,1.248931276,0,0.580809813,1.188473724,0.000441913,0.956628211,0.026573006,3.853085851,0,0
383,9.768,45.804,9.834,45.87,9.801,45.837,562205.1005,5076249.264,37.58819093,1046.057262,39.466362,31.84127581,3,3,816.8394775,3,0.099726601,0.890679968,0,0,0.009273745,0.000262979,0,5.67E-05,4,0,0,0,7,0,0,0.003642289,0,0.996357711,0,0,9,0.003625418,0,0.116179674,0.176930369,0,0,0,0,0.703264539,0,0,0.053208201,0,0,0.136153271,0.049809386,1.59E-05,0.133020501,0.053208201,1.676058316,0,0
384,9.768,45.87,9.834,45.936,9.801,45.903,562131.515,5083582.128,37.54415587,1433.026381,22.15237236,28.87383556,3,3,957.4580078,3,0.127784689,0.845853598,0,0.000119936,0.022653644,0.000881421,0.00097084,0.001735873,7,0,0,0,7,0,0,0,0,1,0,0,3,0,0,0.871578877,0,0,0,0,0,0.128421123,0,0,0.079905912,0.079905912,0,0.383363022,0.297450553,9.17E-05,0.292988343,0,1.571482928,0,0
385,9.768,45.936,9.834,46.002,9.801,45.969,562057.8465,5090915.076,37.50006959,1860.90712,0,29.50268151,3,3,0.181438714,3,0.012325416,0.969569076,0.000166973,0.017775116,0,0.00016342,0,0,7,0,0,0,7,0,0,0,0,0.999421185,0,0.000578815,9,0,0,0.21822454,0.249704201,0,0,0,0,0.532071258,0,0,0,0.026666617,0,0,0.131612177,0,0,0,0,0,0
386,9.768,46.002,9.834,46.068,9.801,46.035,561984.095,5098248.107,37.45593217,1930.77488,0,31.10523359,3,3,223.2374268,3,0.018032578,0.954794069,0,0.009279486,0.005409062,0.001825309,0.00012164,0.010537855,4,0,0,0,7,0,0,0,0,1,0,0,9,0.025897312,0,0,0.450533131,0,0,0,0,0.523569557,0,0,0.053396081,0.133490203,0,0.040719475,0.238995103,0,0,0,0.080094122,0,0
387,9.768,46.068,9.834,46.134,9.801,46.101,561910.2607,5105581.222,37.41174365,1737.400089,90,35.10421833,3,1,0,3,0.017923656,0.98162268,0,1.92E-05,0.000434435,0,0,0,4,0,0,0,7,0,0,0,0,0.998073218,0,0.001926782,9,0,0,0,0.184289223,0,0,0,0,0.815710777,0,0,0,0,0,0,0,0,0,0,0.026729575,0,0
388,9.768,46.134,9.834,46.2,9.801,46.167,561836.3437,5112914.42,37.36750408,786.7200914,270,23.43459762,3,1,2971.854492,3,0.20566452,0.698694926,0,0.007556068,0.035629816,0.032280675,0.005562413,0.014611583,4,0.000306074,0.014276188,0,7,0,0,0,0,0.975060183,0,0.024939817,9,0,0,0,0.164224787,0,0,0,0,0.793945476,0.041829737,0,0.776075382,0.615508061,0,0.639015873,0.839657345,0.001198452,0.347895861,0.05352244,1.980330285,0,0
389,9.768,46.2,9.834,46.266,9.801,46.233,561762.3441,5120247.701,37.32321353,2100.646306,270,28.39610135,3,1,3.325426817,3,0.015188464,0.981535551,0.001347087,0.000813107,0.001115791,0,0,0,7,0,0,0,7,0,0,0,0,0.994492754,0,0.005507246,9,0,0,0,0.464469343,0,0,0,0,0.535530657,0,0,0,0,0,0,0,0,0,0,0,0,0
