fid,X,Y,I,Intercept,NAT_AREA_SURR,INDUSTRIAL_AREA_SURR,ROADS_SURR
320,9.603,45.705,1.2317577730153175,0.28559997537179316,-0.6680237781614233,-0.09174949409043007,0.07046714372231513
321,9.603,45.771,1.13745985660682,0.2688691873965977,-0.4899894228533733,0.020211295282591312,0.056631187285499186
322,9.603,45.837,0.5752774710121685,0.05470005398950968,-0.48347883920717866,0.5383646152565865,0.01122215615288006
323,9.603,45.903,0.2359942815952822,-0.13156752579724001,-0.4508630311756791,0.5108460289141586,-0.04179300035406915
324,9.603,45.969,0.6141686967108654,-0.10405031376592448,-0.4043627082129034,0.34999943557329793,-0.07789385291614521
325,9.603,46.035,0.535091840611879,-0.12272667295235763,-0.3637729190830954,0.23072218808739764,-0.0939649452716858
326,9.603,46.101,0.5589257345517705,-0.20533399139911537,-0.3574644077234647,0.19909906300064367,-0.09566735562063411
327,9.603,46.167,0.5263982105010422,-0.30361968031120534,-0.3805808326817637,0.20305025167646765,-0.08465381814050502
328,9.603,46.233,0.2782367444985689,-0.4660919304523477,-0.41010447658100413,0.32364955211693985,-0.07629406904957065
329,9.603,46.299,0.1263010689281822,-0.5605158244947546,-0.43230284194799135,0.39622293116751867,-0.06974275285391482
330,9.669,45.045,1.1888051301081033,-0.10173724745671142,-0.587021351229406,-0.07135371995638418,-0.05301145043050806
331,9.669,45.111,1.3181814139297707,-0.03078832272967124,-0.6138161862720707,-0.06870016724729827,-0.012078615109345783
332,9.669,45.177,1.48856932682565,0.12716517726023036,-0.6825530972715842,0.02906502509446393,0.020164996297262434
333,9.669,45.243,1.6630277925086014,0.2624483880033558,-0.7492706957552526,0.24616151806482456,0.04820143624475516
334,9.669,45.309,1.7221472060714689,0.3253496288062585,-0.7830923760845854,0.18737439520351795,0.07470329322983077
335,9.669,45.375,1.732818155041769,0.3429940365964207,-0.8037141499729434,-0.0014644360497640257,0.08879350844528555
336,9.669,45.441,1.774152317496483,0.3729703873907765,-0.8324388537857306,-0.013408414246395979,0.08432573334517177
337,9.669,45.507,1.7907502993242654,0.40225649820086756,-0.8517144843001945,-0.039235632487196324,0.07716433509777708
338,9.669,45.573,1.6983243460121686,0.34539593743210256,-0.8450613845698256,-0.07340941571399895,0.07224209527096696
339,9.669,45.639,1.4764906979118833,0.251331535699446,-0.8109046147102537,-0.09220813345759593,0.068844472579993
340,9.669,45.705,1.186333896787344,0.21628233642440042,-0.680785441907916,-0.09311922780244135,0.06744933870796335
341,9.669,45.771,1.0317877296451907,0.1495105552495009,-0.530026205684297,0.01604331166458637,0.04215531432203274
342,9.669,45.837,0.4932373061112266,-0.06954756976037198,-0.5130711600426335,0.48688674102869456,-0.009364668481375675
343,9.669,45.903,0.2064376521394167,-0.21249218941392234,-0.4619832771263106,0.4744320784119594,-0.054639296868168104
344,9.669,45.969,0.602330885207094,-0.15236760593188015,-0.41154393613649093,0.29993148986655116,-0.08338286365921221
345,9.669,46.035,0.5114478955195821,-0.18151758908337878,-0.3775513335593999,0.2054831117700903,-0.09578590459204057
