fid,X,Y,Ex,Intercept,AGRI_AREA_BLOCK,BUILT_AREA_BLOCK,NAT_AREA_BLOCK,INDUSTRIAL_AREA_BLOCK,SIARL_2_SURR,SIARL_9_BLOCK,ROADS_BLOCK
579,10.395,45.045,1.108160974679722,0.38350281281913834,1.4141609991110669,6.953461423438591,0.582703145494638,-3.4773638973581247,0.06617732324840966,0.11333780316323593,-0.6874428212206044
580,10.395,45.111,1.205502322033987,0.4155497601016096,1.4783546602727462,6.8576416555796955,0.45016202510435294,-3.58513805032492,0.13094669517960783,0.13706234066475684,-0.8999997060922696
581,10.395,45.177,1.2943461530366442,0.3793064528831798,1.4725665114748816,6.702017859895044,0.38483871779293216,-3.601434648972269,0.16777055556811354,0.10014304516385653,-0.39657640015024415
582,10.395,45.243,1.3962887075175192,0.27904031193498247,1.39154361048687,4.850357643867512,0.40528204714324617,-0.5513404072168567,0.13280745183980275,0.023222753014426074,-0.18344185398746538
583,10.395,45.309,1.3928799676792565,0.16172915260894405,1.2809647391199979,0.7057648647557782,0.4439217916721118,-0.04252847661952035,0.06024273564872286,-0.0522311075081773,-0.10712802142765096
584,10.395,45.375,1.4216295411096966,0.0729136128398742,1.2862640820488656,0.6149862531902301,0.3457860405980606,-0.02423044543228139,0.04150298275852742,-0.04640925274599522,-0.03164904580569837
585,10.395,45.441,1.3721379727303598,-0.02831680453915837,1.3001792199045008,0.6134770808996647,0.26513236519454475,-0.027467851527588037,-0.6743301333877214,-0.03740671825876632,-0.04967317482827788
586,10.395,45.507,1.1045936825034104,-0.14786869379322387,1.2011657322058995,0.5723267349118384,0.2578340480719591,-0.03341068605626277,-1.5000444934173691,-0.09511479886590685,-0.12200452495940836
587,10.395,45.573,0.9634227955204056,-0.25990195905576935,0.9459299029488301,0.6109221956598443,-0.5091857427158545,-0.028152180459357655,-1.7079125622292524,-0.6499947010054197,-0.1152339185173273
588,10.395,45.639,0.5918550435883475,-0.3757903334880475,1.0123457120057247,0.49220604068605744,-0.8560154507670993,0.031082205308196355,-1.691118640976311,-0.7757325612859707,-0.37390881740899273
589,10.395,45.705,0.3547240594692413,-0.5112840819740474,1.0480268057958366,0.412517069341125,-0.8758373945751871,0.046564692331579824,-1.666231922844371,-0.7517081066495728,-0.5496461800987757
590,10.395,45.771,0.1583308095407749,-0.6506775276766644,1.0592582379160382,0.40913255260743986,-0.8784068339817545,0.040776121442756295,-1.6035509501519636,-0.6862231452422478,-0.5210763993706974
591,10.395,45.837,0.067114744393012,-0.7986407810409162,1.0292513663805472,0.35829930749543637,-0.8361259057251997,0.022773620533564423,-1.5654859148746816,-0.6366794309288777,-0.5044050195108902
592,10.395,45.903,0.0208356234238187,-0.9620936437041316,1.0009825666808567,0.29581176095521533,-0.7810122848322651,-0.017713574839258953,-1.5127566186205488,-0.565789455020826,-0.46526488414288314
593,10.395,45.969,0.0001438712567846,-1.1529345832746887,0.9643787436721392,0.17575948770913064,-0.699484383133322,-0.08673791133820591,-1.4895379373768254,-0.5100341856152164,-0.4250911730418341
594,10.395,46.035,0.0,-1.3577089686090638,0.9560423218535393,0.02103998062633912,-0.6146507327455435,-0.1766346552210914,-1.4911374491879266,-0.45963931182347595,-0.36058952677213196
595,10.395,46.101,0.0,-1.5501051528225025,0.9668338865341073,-0.10088919015105088,-0.526322712903843,-0.25688383276164395,-1.5226422336474421,-0.4226231600921845,-0.28801430750721263
