fid,X,Y,Ex,Intercept,AGRI_AREA_SURR,BUILT_AREA_SURR,NAT_AREA_BLOCK,INDUSTRIAL_AREA_BLOCK,SIARL_2_BLOCK,SIARL_9_SURR
295,9.537,45.375,1.1382832770515812,-0.13665011886946937,-0.0962964717293994,0.28174829811650964,-1.173966416208652,0.03813988736317929,-0.6087127435009557,0.3709104741601439
296,9.537,45.441,1.190657015003438,-0.09720424134845845,-0.028655334880830406,0.28123088525693113,-1.2175354421808215,0.009382441923170752,-0.43640485293781167,0.4093207356239566
297,9.537,45.507,1.1917439540799757,-0.08358934170371925,0.048795740875937264,0.263218968260146,-1.2343489302351451,-0.01696515057900984,0.03075079191378295,0.45693430376474137
298,9.537,45.573,1.1377518898009942,-0.09574955977168986,0.04464879839482963,0.25637058650001004,-1.221802133339668,-0.049974143919315386,0.024422996093768815,0.4450545292443857
299,9.537,45.639,0.9858657014711992,-0.10303766915129545,0.14901143553789026,0.2645730952982378,-1.2008990954216574,-0.05051836615027913,0.01856787604898615,0.13424338428031424
300,9.537,45.705,0.7522064421287127,-0.11444668996630876,0.6497561829247613,0.2860121964310082,-1.0918237854129444,0.007600983403276369,-0.28709500475645566,-0.8959777986563366
301,9.537,45.771,0.5091655919792595,-0.18852004885122042,0.7845900077299057,0.3038817647376635,-0.635594493554579,0.006650977388624485,-0.5387098162509572,-0.8011163306986744
302,9.537,45.837,0.2356428998268962,-0.2886660970830272,0.8075202057538917,0.3297854206438263,-0.6000134648272331,-0.044596347965917715,-0.5301337774059657,-0.7900408046511254
303,9.537,45.903,0.0844058648941178,-0.37100713575634015,0.7976091757460892,0.3614029563600265,-0.5850559711125762,-0.06346100512160685,-0.5055434099588209,-0.7978815121703076
304,9.537,45.969,0.0411043655813622,-0.43073988161086196,0.7392991996594455,0.34945045856577334,-0.563272453520505,-0.11251664187692142,-0.5031887956901469,-0.8569804934906713
