fid,X,Y,Ex,Intercept,AGRI_AREA_BLOCK,BUILT_AREA_BLOCK,NAT_AREA_BLOCK,INDUSTRIAL_AREA_BLOCK,SIARL_2_SURR,SIARL_9_BLOCK,ROADS_BLOCK
111,9.009,45.375,0.7533481696569142,0.2864475219330007,0.9715143419205384,0.1962389803361866,0.4334119114758755,0.2532562416687779,-0.07127754185334585,0.2690966400559662,0.025598473698391796
112,9.009,45.441,0.7672300750444485,0.2683935814208854,0.9650275902982859,0.19946650543275893,0.4545605674253743,0.25501680608145727,-0.004151264518417866,0.1756537798003536,0.02220039849970114
113,9.009,45.507,0.7897511408114475,0.253690475749256,0.9095050423513354,0.20471061565601084,0.4608167595314667,0.2574636556295789,0.008527451130977824,0.08648375752860119,0.029052503232751895
114,9.009,45.573,0.7681347009387218,0.24824590722391027,0.808352147344946,0.2076646212621126,0.4488842972015419,0.2571312458124453,-0.0014466637790705554,0.08174826991298033,0.034697574813024476
115,9.009,45.639,0.686740139171389,0.23007148066964195,0.6585757983417198,0.20738986338056925,0.4516463036139988,0.2536826526376317,-0.015614711056117794,0.08800397954876119,0.03248038397990706
116,9.009,45.705,0.6393414082559162,0.22184459708871382,0.5527065401178898,0.20865499019122974,0.4831193176602848,0.25042500486957625,-0.06897221469985468,0.03973951528566545,0.03516732504274052
117,9.009,45.771,0.593322279167094,0.20101609354138522,0.5899644161133802,0.21632522904041013,0.1885404087457592,0.25757942228205744,-0.004617964217876462,0.05046193026004986,0.043976198685349466
118,9.009,45.837,0.369887886523882,0.14273875860201546,0.6382165310792817,0.20402354953376017,-0.27215845194183963,0.20676134954722958,0.024881801110024984,0.09195433270275538,0.02449064246453899
119,9.009,45.903,0.1895974823398408,0.10488770407027367,0.637984125097314,0.19052356274177593,-0.24757382941070644,0.06973274541523695,0.001661811533482039,0.08464045922233461,-0.06965206990495858
120,9.009,45.969,0.0740476185622896,0.08206154891994011,0.6413101509932311,0.39501291934950244,-0.27476895880986624,0.10698646062020709,-0.0016269309924110019,0.07629101426532552,-0.2698256521327519
121,9.009,46.035,0.0293852454601151,0.04891964972964679,0.651692505545838,0.500015879649682,-0.30693702169941667,0.14235448659301536,0.020336548783619554,0.07707463535199649,-0.3532010893883728
122,9.075,44.781,0.0490027141294124,0.12442494716630545,-0.5129069954935724,-1.7258611058872544,-0.819964261469954,1.8428963782048302,0.047629209172693504,0.7015254733916456,-0.051869251436560695
123,9.075,44.847,0.1382383605001824,0.15117756731503337,0.33093427951704724,-1.7450805521732256,-0.6465222648042729,1.8109117685183638,-0.04767899810960022,0.6629386381635961,-0.0605760604320105
124,9.075,44.913,0.2297137229479654,0.1535449513589061,0.8211947037439813,-1.7320044874774008,0.29116028670184363,1.8056271580090515,-0.06071968285366936,0.6583492698405942,-0.07027738109314802
125,9.075,44.979,0.2678049339023864,0.12897877088474424,0.8451700978541568,-1.4595679397991175,0.5674735476581462,1.9315132885142212,-0.06335641413659496,0.6798048723502406,-0.06828465310387093
126,9.075,45.045,0.3805346609450325,0.12546647253406715,0.8513008669892062,-0.6908394891961455,0.5658810027204431,1.592511013865166,-0.0652819892880191,0.6842224454693011,-0.06274938558184029
127,9.075,45.111,0.4930505065630768,0.13350896570579882,0.8637027310038718,0.19644322522906132,0.546606726913426,0.4128446940337198,-0.06436717562605357,0.7031993612818781,-0.0561245111290813
128,9.075,45.177,0.5692889716256632,0.14281276412628785,0.8761951973411004,0.3639969420027087,0.5262759280875628,0.00812398916007252,-0.05974009230376875,0.511186181974888,-0.044696995829945234
129,9.075,45.243,0.6083674715707539,0.16793507278974384,0.9043780266319073,0.2821682789848499,0.48716100120869194,0.13598724292155223,-0.044774783415428135,0.34794110640687803,-0.007831824075432325
130,9.075,45.309,0.6949683267126843,0.21064457249401325,0.9451225738376163,0.21226890980702334,0.43644881359691534,0.2693262436912359,-0.04388059376018233,0.2943885456947653,0.033992316115517604
